#{"t_start": 1758004239.7373414, "env_id": "None"}
r,l,t
-53.157838,9,17721.381173
-53.013491,9,17721.464538
-43.57541,11,17721.554863
-40.840724,12,17721.665716
-42.558221,11,17721.782931
-41.160828,12,17721.908948
-40.788168,12,17722.019204
-40.108265,12,17722.130128
-40.000322,12,17722.245759
7138.265138,801,17729.186255
-39.428478,12,17729.296102
-39.824395,12,17729.422637
-39.770436,12,17729.538645
-40.108607,12,17729.665086
-40.218191,12,17729.775272
-40.093048,12,17729.869839
-57.759343,9,17729.971203
-40.827638,12,17730.065652
-43.556081,11,17730.16026
-40.260393,12,17730.270861
-39.439268,12,17730.39352
-40.110061,12,17730.498214
-40.788305,12,17730.608081
-42.554189,11,17730.702664
-42.428332,11,17730.802984
-39.727925,12,17730.913953
-39.59422,12,17731.024058
-41.102051,12,17731.118521
-42.536411,11,17731.218756
-41.966905,11,17731.317169
-52.20951,9,17731.395845
-52.302303,9,17731.49087
-52.422611,9,17731.575012
-52.694645,9,17731.670623
-53.029237,9,17731.763765
-52.958071,9,17731.858015
-43.946244,11,17731.944489
-43.538549,11,17732.039474
-52.782,9,17732.118889
-52.892998,9,17732.213794
-52.870241,9,17732.294546
-52.944505,9,17732.365785
-42.745653,11,17732.47308
-42.453919,11,17732.567461
-42.364943,11,17732.668015
-42.486854,11,17732.77843
-42.418363,11,17732.872708
-52.176452,9,17732.951587
-42.234819,11,17733.052066
-52.193013,9,17733.130975
-52.196513,9,17733.193718
-52.254137,9,17733.272274
-52.220418,9,17733.373159
-51.999567,9,17733.436349
-51.983641,9,17733.531297
-51.783606,9,17733.610209
-48.781993,10,17733.710609
-51.952909,9,17733.789271
-52.128784,9,17733.867735
-41.18984,12,17733.961864
-40.83154,12,17734.061752
-43.2672,11,17734.156293
-43.394142,11,17734.251019
-52.969104,9,17734.33002
-52.822325,9,17734.414919
-51.311712,9,17734.49358
21915.894201,2580,17755.279205
-42.29801,11,17755.373316
-42.506996,11,17755.473523
-40.49791,12,17755.568726
-42.923536,11,17755.6476
-42.979742,11,17755.744118
-40.639864,12,17755.827286
-39.586579,12,17755.937516
-39.316488,12,17756.03176
-39.874598,12,17756.158714
-42.41545,11,17756.242387
-43.307019,11,17756.337071
-52.982021,9,17756.415641
-43.431113,11,17756.511032
-53.073029,9,17756.595909
-52.957807,9,17756.674927
-52.721026,9,17756.73829
-52.588649,9,17756.81761
-52.588488,9,17756.911963
-42.604527,11,17757.013479
-40.98515,12,17757.123971
-52.301042,9,17757.203425
-49.050003,10,17757.288355
-28.045261,14,17757.398721
-53.57606,10,17757.496879
-48.26531,10,17757.572405
-40.229625,12,17757.672793
-40.641025,12,17757.785346
-40.675228,12,17757.87815
20188.323529,2424,17778.302423
-48.545213,10,17778.403483
-48.459009,10,17778.513062
-48.840527,10,17778.597583
-44.630758,11,17778.688419
-39.651513,12,17778.789552
-40.258741,12,17778.900037
-39.962168,12,17778.99455
-39.748786,12,17779.113996
-39.980182,12,17779.228111
-40.093271,12,17779.334548
-40.102596,12,17779.428622
-40.097266,12,17779.541751
-40.052463,12,17779.636808
-39.830572,12,17779.746847
-39.68241,12,17779.839769
-39.974983,12,17779.934609
-39.834827,12,17780.035145
-39.822567,12,17780.146265
-40.008273,12,17780.256759
-40.025709,12,17780.353992
4770.68036,579,17785.240948
12365.358279,1342,17796.61358
-40.058638,12,17796.733193
-39.824796,12,17796.860331
-39.85662,12,17796.973626
-39.963302,12,17797.089637
-39.924652,12,17797.187394
-40.045225,12,17797.288099
-40.028035,12,17797.395466
-40.049825,12,17797.508992
-40.08146,12,17797.620418
-40.085105,12,17797.725269
-40.12616,12,17797.826052
-40.05129,12,17797.938477
-39.989342,12,17798.030838
-40.096865,12,17798.141545
-40.224803,12,17798.265347
-40.277685,12,17798.365593
-41.070246,12,17798.469891
-41.167762,12,17798.59654
-40.369009,12,17798.713417
-40.114951,12,17798.808739
-40.120084,12,17798.907285
-39.769892,12,17799.016824
-39.809268,12,17799.130882
-39.827846,12,17799.240277
-51.956855,9,17799.589492
-91.298834,4,17799.625504
135.812257,57,17800.060894
1773.485401,275,17802.373662
-41.023316,12,17802.472463
-41.022181,12,17802.579582
-40.833103,12,17802.676932
-41.625048,11,17802.787944
-41.731569,11,17802.88395
-41.466573,12,17803.000055
-40.049724,12,17803.103214
-40.164808,12,17803.214472
-40.020237,12,17803.33979
-40.017514,12,17803.466538
-39.897111,12,17803.567966
-40.332188,12,17803.678618
-40.158828,12,17803.790417
-40.180053,12,17803.911371
-39.914842,12,17804.030747
-39.996557,12,17804.134325
-40.095023,12,17804.239017
-40.153042,12,17804.334272
-48.87832,10,17804.435081
-48.92025,10,17804.520348
-39.918965,12,17804.640437
-48.613133,10,17804.743833
-40.086851,12,17804.857091
-40.292368,12,17804.968011
-40.318399,12,17805.076148
-40.281203,12,17805.199687
-48.877426,10,17805.300578
-48.718596,10,17805.37716
-40.047633,12,17805.496154
-40.096267,12,17805.606875
-40.130168,12,17805.715916
-40.465945,12,17805.825004
-40.382332,12,17805.935946
-40.386932,12,17806.030862
-40.319464,12,17806.146615
-40.39788,12,17806.256952
-40.289398,12,17806.383589
-40.32128,12,17806.511151
-40.31036,12,17806.627358
-40.325512,12,17806.737583
-48.456599,10,17806.816077
-48.379975,10,17806.910929
-48.715505,10,17807.027947
-40.243489,12,17807.154364
-40.22539,12,17807.265296
-40.610912,12,17807.392322
-40.582901,12,17807.523614
-40.381827,12,17807.651281
-40.264385,12,17807.770977
-40.188098,12,17807.877265
-40.341821,12,17808.007237
-40.076635,12,17808.121018
-40.000094,12,17808.247224
-40.020612,12,17808.373991
-40.35036,12,17808.510114
-40.543647,12,17808.640848
-40.313666,12,17808.755438
-40.203646,12,17808.865259
-40.337358,12,17808.983887
-40.038583,12,17809.09817
-40.265549,12,17809.220522
-40.204158,12,17809.346736
-40.649513,12,17809.477961
-40.223354,12,17809.604474
-40.08639,12,17809.730608
-40.058827,12,17809.841237
-40.843031,12,17809.958204
-40.710333,12,17810.068769
-44.978583,12,17810.179009
-40.177394,12,17810.289583
-40.231492,12,17810.421254
-40.746097,12,17810.515926
-40.045643,12,17810.658547
-39.835083,12,17810.769855
-40.041004,12,17810.883846
-40.394309,12,17811.002345
-40.140547,12,17811.127264
-40.071955,12,17811.249339
-40.059745,12,17811.38959
-40.259179,12,17811.504672
-40.393495,12,17811.616292
-40.318968,12,17811.729414
-40.132095,12,17811.833712
-40.013443,12,17811.949394
-40.318598,12,17812.078843
-40.219929,12,17812.18528
-40.366789,12,17812.288416
-40.347946,12,17812.389091
-40.164155,12,17812.489762
-40.322559,12,17812.59474
-40.291886,12,17812.695696
-40.271466,12,17812.806128
-40.318065,12,17812.919399
-40.495718,12,17813.011657
-40.425035,12,17813.134003
-41.457562,12,17813.247783
-40.779862,12,17813.353734
-40.708746,12,17813.448383
-39.911562,12,17813.548293
1420.186123,182,17815.147115
-39.828411,12,17815.240479
-40.240315,12,17815.350536
-40.150071,12,17815.466584
-40.023237,12,17815.561135
-40.53008,12,17815.671385
22601.135671,2598,17838.314021
-40.976097,12,17838.415483
-40.969775,12,17838.511276
-41.307019,12,17838.630332
-41.125765,12,17838.719589
-41.184267,12,17838.836834
-41.038007,12,17838.926236
-40.651001,12,17839.014099
-40.635653,12,17839.120854
-40.205338,12,17839.222049
-40.064939,12,17839.320432
-40.107164,12,17839.41449
-40.10097,12,17839.510665
-40.110457,12,17839.62218
-40.028919,12,17839.739677
-39.987922,12,17839.868309
-40.418225,12,17839.968906
-40.60641,12,17840.096149
-40.609686,12,17840.203748
-40.196856,12,17840.316056
-40.41821,12,17840.420535
-40.53721,12,17840.54267
-40.51067,12,17840.641197
-41.362633,12,17840.762344
-40.177302,12,17840.875945
-40.08319,12,17840.984455
-40.085444,12,17841.098218
-40.242277,12,17841.200716
-40.905544,12,17841.309702
-41.086742,12,17841.421502
-41.523221,12,17841.526195
-41.563835,12,17841.633731
-41.134958,12,17841.743624
-41.348924,12,17841.837185
-41.188595,12,17841.949239
-41.276762,12,17842.061781
-41.015919,12,17842.168146
807.208554,159,17843.544744
-40.373459,12,17843.641637
-40.525386,12,17843.745735
-40.662044,12,17843.844445
-40.200511,12,17843.944479
-40.302989,12,17844.045512
-39.598276,12,17844.134284
-40.652858,12,17844.229093
-40.95493,12,17844.328512
-40.480186,12,17844.4234
-39.794886,12,17844.520479
-39.891178,12,17844.616261
-40.54069,12,17844.697136
-40.28492,12,17844.791844
-39.613945,12,17844.896956
-40.333118,12,17844.982025
-39.862446,12,17845.072499
-40.13071,12,17845.171715
-40.297843,12,17845.267337
-40.416711,12,17845.35008
-39.953503,12,17845.461252
-39.86688,12,17845.545215
-40.135074,12,17845.656085
-39.840789,12,17845.758823
-7.770457,17,17845.898547
-27.578474,14,17846.009014
-40.217342,12,17846.119382
-40.391736,12,17846.220886
-40.462597,12,17846.321673
-40.51797,12,17846.417794
-39.86214,12,17846.513087
-40.217272,12,17846.608176
-40.136468,12,17846.700348
-39.646826,12,17846.788613
-40.287505,12,17846.883363
-40.147887,12,17846.978482
-40.379393,12,17847.082326
-39.954305,12,17847.18002
-39.927444,12,17847.283835
-39.953567,12,17847.389151
-39.889928,12,17847.491482
-39.884156,12,17847.610855
-39.981163,12,17847.738347
-39.992764,12,17847.862868
-40.146409,12,17847.982088
-39.828985,12,17848.086094
-39.501579,12,17848.190485
-39.435272,12,17848.297737
-39.438226,12,17848.401053
-40.158681,12,17848.523978
-44.898211,12,17848.641139
-39.83336,12,17848.754615
-39.842268,12,17848.859079
-39.828849,12,17848.962077
-39.925968,12,17849.07232
-40.201222,12,17849.167488
-40.229808,12,17849.284608
-40.335439,12,17849.393215
-40.257425,12,17849.494928
-40.350072,12,17849.601081
-40.422931,12,17849.717892
-41.376097,12,17849.81283
-40.627873,12,17849.924196
-40.447897,12,17850.034842
-40.29344,12,17850.14149
-41.730862,12,17850.247616
-46.763799,12,17850.360067
-40.627745,12,17850.45065
-40.563467,12,17850.57971
-40.80744,12,17850.709419
-40.512515,12,17850.819429
-40.516002,12,17850.923896
-40.463363,12,17851.036329
-40.513346,12,17851.146066
-40.391968,12,17851.25729
-40.294092,12,17851.361499
-40.184397,12,17851.477804
-40.435915,12,17851.588419
-40.420461,12,17851.686368
-40.255866,12,17851.795016
-40.089358,12,17851.901344
-40.210218,12,17852.007816
-40.329501,12,17852.117121
-40.280692,12,17852.233294
-40.501014,12,17852.321284
-40.260075,12,17852.43147
-40.130775,12,17852.56217
-39.884778,12,17852.663775
-39.83847,12,17852.792635
-39.969447,12,17852.916159
-40.645671,12,17853.032769
-41.070644,12,17853.162288
-40.791079,12,17853.271144
-40.166984,12,17853.374921
-39.949126,12,17853.493305
22090.070201,2596,17875.553304
-40.053835,12,17875.661061
-40.420339,12,17875.771417
-40.159826,12,17875.882121
-40.0313,12,17875.993779
-40.690356,12,17876.126152
-39.737123,12,17876.244145
-39.671394,12,17876.349314
-39.739021,12,17876.463853
-39.9615,12,17876.576852
-40.158851,12,17876.679332
-40.368278,12,17876.792871
-40.285947,12,17876.904125
-40.33309,12,17877.020424
-39.983504,12,17877.130932
-40.396724,12,17877.241556
-40.149254,12,17877.351431
-40.398959,12,17877.47015
-40.056386,12,17877.565512
-39.945746,12,17877.687077
-39.899429,12,17877.783985
-39.885642,12,17877.884559
-39.79299,12,17877.994024
-40.002709,12,17878.120374
-40.104709,12,17878.247088
-40.2816,12,17878.362686
-39.825629,12,17878.459968
-40.233574,12,17878.567738
-40.008462,12,17878.686704
-39.840999,12,17878.807522
-39.871693,12,17878.922678
-40.16974,12,17879.036668
-48.606616,10,17879.122859
-48.704855,10,17879.223336
290.031823,78,17879.89078
-40.144779,12,17879.9964
-40.275783,12,17880.107234
-40.022482,12,17880.228021
-40.088391,12,17880.335048
-40.20071,12,17880.445105
-40.440053,12,17880.555424
-40.607659,12,17880.65406
-40.633167,12,17880.764255
-40.427583,12,17880.89032
-39.897107,12,17881.008029
-40.142516,12,17881.116606
-40.057641,12,17881.210685
-40.103454,12,17881.342031
-40.196326,12,17881.447917
-40.151521,12,17881.547514
-40.232635,12,17881.671218
-40.788766,12,17881.785234
-40.406943,12,17881.894141
-40.179061,12,17882.0109
-40.086453,12,17882.11902
-40.064678,12,17882.215161
-40.168522,12,17882.328092
-40.17552,12,17882.442161
-39.897236,12,17882.568062
-39.760126,12,17882.674588
-39.661675,12,17882.798504
-39.619672,12,17882.914144
-39.640312,12,17883.02023
-39.769434,12,17883.12797
-39.866051,12,17883.236444
-39.883004,12,17883.349068
-39.767462,12,17883.467214
-39.573406,12,17883.589821
-39.61009,12,17883.71275
-39.736178,12,17883.819858
3497.139879,442,17888.253399
-141.23089,13,17888.381748
-40.173167,12,17888.464814
-39.972436,12,17888.575656
-40.009186,12,17888.675985
-40.25972,12,17888.784964
-40.258865,12,17888.894545
-40.512113,12,17889.01088
-40.430652,12,17889.126642
-40.0303,12,17889.231303
-40.141635,12,17889.347121
-40.088079,12,17889.467152
-39.908404,12,17889.601422
-40.018748,12,17889.740594
-39.90922,12,17889.874339
-39.933365,12,17889.976891
-40.150851,12,17890.10638
-40.242366,12,17890.206862
-40.074576,12,17890.35299
-39.888775,12,17890.480692
-39.550424,12,17890.602474
-39.574747,12,17890.713099
-39.57466,12,17890.834001
-40.038065,12,17890.944153
-39.640876,12,17891.059968
-39.757825,12,17891.166135
-39.656705,12,17891.281302
-40.203947,12,17891.383219
-40.282615,12,17891.514895
-39.967266,12,17891.621487
-40.011702,12,17891.747633
-40.052252,12,17891.885482
-39.596486,12,17892.006069
-39.464613,12,17892.126615
-39.493243,12,17892.249069
-39.647152,12,17892.364047
-39.705155,12,17892.477772
-39.663818,12,17892.603644
-40.512163,12,17892.733857
-45.756279,12,17892.845321
-40.69923,12,17892.960886
-40.032434,12,17893.081052
-39.743666,12,17893.218098
-39.715238,12,17893.338511
22423.954306,2674,17917.763575
-41.239096,12,17917.879916
-41.227244,12,17917.97609
-41.303914,12,17918.070932
-41.633796,12,17918.162985
18087.974987,2050,17934.875131
-39.770179,12,17934.970465
-49.325713,10,17935.05459
-49.216325,10,17935.131906
-49.056688,10,17935.217715
-48.994754,10,17935.296576
-49.000139,10,17935.377689
-49.119896,10,17935.458222
-49.336176,10,17935.552667
-40.276801,12,17935.649929
-28.322916,14,17935.776704
-40.318815,12,17935.875366
-40.323553,12,17935.986519
-40.323685,12,17936.086509
-40.460629,12,17936.192926
-40.41887,12,17936.299637
-41.147265,12,17936.384898
520.913024,165,17937.766412
-48.972746,10,17937.858115
-48.727388,10,17937.93727
-40.943206,12,17938.038589
-40.832271,12,17938.135432
-40.880881,12,17938.243317
-40.821667,12,17938.344612
-40.988998,12,17938.441617
-40.863441,12,17938.53389
-48.715899,10,17938.635365
-48.899232,10,17938.714299
-48.952978,10,17938.802697
-48.98395,10,17938.879044
-48.82632,10,17938.960018
-48.726951,10,17939.044119
-48.637091,10,17939.129393
-48.631061,10,17939.233232
-48.766062,10,17939.318083
-48.835857,10,17939.40745
-49.085319,10,17939.490902
-49.083122,10,17939.57338
-49.105776,10,17939.65296
-49.123773,10,17939.736877
-49.102867,10,17939.841797
-49.079807,10,17939.920426
-49.153793,10,17940.016985
-49.240632,10,17940.106086
-49.541592,10,17940.191533
-50.068197,10,17940.277542
-49.981855,10,17940.358915
-50.009275,10,17940.433694
-50.03239,10,17940.529186
-49.571767,10,17940.620645
-49.483619,10,17940.718153
-49.409465,10,17940.81198
-49.275732,10,17940.89181
-49.280617,10,17940.974892
-49.227421,10,17941.056232
-49.208174,10,17941.138866
-49.095248,10,17941.228528
-49.304664,10,17941.324732
-49.328113,10,17941.406717
-49.292401,10,17941.492241
-49.269153,10,17941.574628
-54.178134,10,17941.65169
-40.256461,12,17941.754156
-49.181311,10,17941.833359
-49.266544,10,17941.911397
-54.185805,10,17941.994033
-39.625942,12,17942.099379
-39.443571,12,17942.188982
-48.194247,10,17942.267753
-47.987576,10,17942.366157
-48.061543,10,17942.457432
-48.197881,10,17942.538793
-48.341148,10,17942.621571
-48.467206,10,17942.718012
-48.534957,10,17942.824432
-48.542675,10,17942.910976
-48.524249,10,17943.005424
-48.511651,10,17943.084025
-48.603715,10,17943.175129
-49.236678,10,17943.266322
-48.734897,10,17943.341866
-48.638795,10,17943.420471
-49.120773,10,17943.515594
-49.104451,10,17943.583054
-49.148763,10,17943.671901
-49.012798,10,17943.772605
-48.662095,10,17943.864684
-48.797489,10,17943.948385
-48.924357,10,17944.034477
-48.980726,10,17944.116631
-48.909311,10,17944.201315
-48.843706,10,17944.290182
-48.800787,10,17944.367802
-48.767184,10,17944.454234
-48.765342,10,17944.541545
-48.76005,10,17944.630045
-48.569847,10,17944.710978
-48.554895,10,17944.805462
-48.67959,10,17944.891999
-48.563711,10,17944.953051
-48.663892,10,17945.04705
-48.706575,10,17945.125163
-48.734506,10,17945.200159
-48.771933,10,17945.27915
-48.760005,10,17945.361384
-48.766525,10,17945.442558
-48.787972,10,17945.533144
-48.722198,10,17945.617893
-48.940596,10,17945.698308
-49.151476,10,17945.774939
-49.152244,10,17945.868909
-40.402506,12,17945.947339
-48.771102,10,17946.046812
-48.744938,10,17946.136622
-48.720278,10,17946.21795
-48.857915,10,17946.308317
-48.873413,10,17946.392334
-54.051052,10,17946.471523
-49.233255,10,17946.56567
-48.941899,10,17946.635838
-49.266853,10,17946.714262
-49.222344,10,17946.796668
-48.93488,10,17946.877697
-49.070795,10,17946.971935
-49.158292,10,17947.057725
-49.247866,10,17947.134802
-49.357505,10,17947.228836
-49.336988,10,17947.297764
-49.243203,10,17947.374137
-49.161782,10,17947.466151
-48.995288,10,17947.559925
-45.05705,11,17947.644754
-48.998655,10,17947.738648
-49.058701,10,17947.819969
-49.276511,10,17947.902048
-49.30059,10,17948.000135
-49.361453,10,17948.074705
-49.178483,10,17948.157821
-49.050957,10,17948.238861
-49.000896,10,17948.326975
-49.056218,10,17948.396207
-49.091954,10,17948.486617
-53.996527,10,17948.570104
-53.933618,10,17948.648424
-48.468189,10,17948.727135
-41.544087,12,17948.85071
-53.868639,10,17948.934181
-49.199022,10,17949.035594
-48.894602,10,17949.114479
-48.592998,10,17949.223983
-41.062042,12,17949.311666
-49.147612,10,17949.39866
-48.549993,10,17949.503276
-41.792084,12,17949.59543
-48.613,10,17949.678784
7499.339855,854,17956.882387
-40.259859,12,17956.990646
-40.882723,12,17957.095436
-40.856258,12,17957.211299
-41.218399,12,17957.335108
-40.627999,12,17957.440225
-48.356841,10,17957.534996
-48.509869,10,17957.64944
-48.217732,10,17957.749615
-48.482481,10,17957.838052
224.333539,58,17958.390954
8896.769623,976,17966.997448
8379.410213,981,17975.793731
-62.666821,11,17975.927086
163.522842,68,17976.546859
-49.371688,10,17976.646468
-49.306673,10,17976.741853
-49.334161,10,17976.869142
-49.367772,10,17976.980514
-49.430726,10,17977.110843
-49.546823,10,17977.206044
-49.605497,10,17977.300776
-49.629374,10,17977.396685
-49.680328,10,17977.51211
-49.684996,10,17977.624402
-49.642988,10,17977.718765
-49.60019,10,17977.829604
-49.402055,10,17977.913716
-49.236577,10,17978.023971
-49.285843,10,17978.134982
-49.305438,10,17978.2459
-49.299749,10,17978.345198
-49.350191,10,17978.44048
-49.195997,10,17978.551409
-49.240244,10,17978.646015
-49.023561,10,17978.745295
-48.976627,10,17978.855672
-40.187402,12,17978.966468
-40.377343,12,17979.077408
-39.86196,12,17979.208979
22219.3187,2631,18004.092749
-28.053756,14,18004.218331
-40.127701,12,18004.343829
2398.263592,348,18007.807704
-40.314321,12,18007.917532
-40.109956,12,18008.027387
-29.227261,14,18008.168877
-29.346277,14,18008.301081
-29.070179,14,18008.458243
-49.963956,10,18008.568087
-50.051638,10,18008.662211
-50.056672,10,18008.762179
-50.137759,10,18008.872163
-28.477191,14,18009.013359
-40.06516,12,18009.123789
-40.174961,12,18009.256135
-40.042998,12,18009.365981
-39.755005,12,18009.475819
-39.719201,12,18009.58565
-40.04819,12,18009.701709
-40.380015,12,18009.811788
8048.189413,834,18017.857173
-50.278295,10,18017.967006
-29.107147,14,18018.083924
12343.917692,1306,18029.6706
-49.986729,10,18029.749308
-50.074155,10,18029.843432
-40.962345,12,18029.944141
-50.001384,10,18030.022605
-50.002365,10,18030.117792
-49.924373,10,18030.212118
-49.58729,10,18030.312208
-49.498652,10,18030.390944
-49.474461,10,18030.485381
-49.429713,10,18030.563989
-49.181607,10,18030.66426
-49.348928,10,18030.758397
-49.564876,10,18030.85256
-49.663331,10,18030.946924
-49.706605,10,18031.047501
-49.89118,10,18031.126435
-40.814494,12,18031.236362
-40.76877,12,18031.362327
-45.177456,12,18031.478538
-39.970366,12,18031.572947
-49.538724,10,18031.669112
-49.67504,10,18031.764583
-49.113195,10,18031.864531
-49.503122,10,18031.959417
-50.080233,10,18032.038096
-49.671605,10,18032.132268
-50.19201,10,18032.232004
-49.98887,10,18032.310813
-50.080603,10,18032.405049
-50.025065,10,18032.500136
-50.117455,10,18032.584836
-50.253912,10,18032.679406
19492.974909,2296,18053.675042
-64.724955,7,18053.737796
-48.683753,10,18053.82202
-49.0821,10,18053.916629
-49.048676,10,18053.99527
-49.377445,10,18054.089628
-49.49961,10,18054.189971
-49.582555,10,18054.268794
-49.906894,10,18054.366772
-50.176321,10,18054.447717
-50.127866,10,18054.532608
-50.269208,10,18054.611666
-50.456869,10,18054.690863
-50.527041,10,18054.785893
-49.626893,10,18054.870121
-49.600645,10,18054.964692
-50.022839,10,18055.058895
-49.853323,10,18055.137899
-49.604362,10,18055.223485
-49.456036,10,18055.318439
-49.508875,10,18055.397185
-49.641932,10,18055.491889
-49.649451,10,18055.592386
-49.609619,10,18055.67113
-49.635737,10,18055.765269
-49.817454,10,18055.859427
-41.724365,12,18055.975308
-49.918084,10,18056.069684
-41.314811,12,18056.180061
-41.360688,12,18056.289906
-41.498848,12,18056.390517
-50.082606,10,18056.468982
-49.73512,10,18056.563142
-41.316937,12,18056.672966
-49.345748,10,18056.774427
1006.157017,142,18058.09554
-49.013015,10,18058.205373
-49.217991,10,18058.299548
-40.784781,12,18058.446954
-41.042813,12,18058.572528
-40.838852,12,18058.698103
-40.794886,12,18058.808379
-40.556519,12,18058.908826
-41.048694,12,18059.018687
-41.182027,12,18059.128563
-41.317584,12,18059.254314
-41.220487,12,18059.38535
-41.131349,12,18059.526818
-41.153401,12,18059.669549
-43.161569,11,18059.796144
-43.649318,11,18059.928867
-41.539954,12,18060.055323
-41.406982,12,18060.197692
-41.078322,12,18060.340457
-49.819256,10,18060.455805
-49.852667,10,18060.550925
-40.06746,12,18060.677277
-33.616925,14,18060.803231
-54.64124,10,18060.903382
-54.270273,10,18060.998335
-49.259847,10,18061.09394
-49.254752,10,18061.22041
-49.31397,10,18061.32684
-49.369925,10,18061.4156
957.828182,152,18062.845896
-39.627286,12,18062.952466
-39.604217,12,18063.068913
-39.588051,12,18063.179734
-39.577201,12,18063.305925
-39.650208,12,18063.416234
-39.611251,12,18063.517063
-39.540151,12,18063.627444
-39.326616,12,18063.75386
-39.270941,12,18063.864464
-39.319236,12,18063.981029
-39.484228,12,18064.075355
-39.651646,12,18064.18521
-39.695595,12,18064.295414
-39.549725,12,18064.395679
-39.488925,12,18064.505821
-39.328932,12,18064.649063
-39.180975,12,18064.759711
-39.035506,12,18064.85988
-38.991311,12,18064.977514
-39.098199,12,18065.097655
-39.113105,12,18065.22412
-39.181516,12,18065.333367
-39.201825,12,18065.459756
-39.187895,12,18065.586461
-39.206894,12,18065.712841
-39.29762,12,18065.844852
-39.365814,12,18065.939162
-39.590388,12,18066.049365
-39.90432,12,18066.160261
-39.877011,12,18066.276473
-39.56893,12,18066.386748
-39.518416,12,18066.496692
-39.722952,12,18066.623
-40.127735,12,18066.739186
-40.11848,12,18066.849299
-40.243892,12,18066.959646
-40.275331,12,18067.08616
-40.497911,12,18067.186922
-42.104272,12,18067.312797
-42.432065,12,18067.439379
-41.959624,12,18067.549692
-41.928749,12,18067.681413
-49.069252,10,18067.776567
-43.115751,11,18067.88746
-41.241682,12,18068.029999
-40.124581,12,18068.146585
-40.041387,12,18068.272766
-40.312313,12,18068.383033
-40.124303,12,18068.509112
-40.137377,12,18068.641138
-40.149631,12,18068.783201
-40.413501,12,18068.909397
-41.067927,12,18069.035465
-40.820277,12,18069.151896
-40.263978,12,18069.246404
-40.189059,12,18069.373547
-39.533122,12,18069.499279
-39.759229,12,18069.614447
-39.20976,12,18069.724626
-54.671021,4,18069.960526
-81.182818,4,18070.004003
-40.541654,12,18070.095191
-39.479846,12,18070.205976
-39.627921,12,18070.304099
-39.232139,12,18070.394521
-39.09193,12,18070.510854
-39.068092,12,18070.605012
-39.003247,12,18070.699188
-38.908612,12,18070.777884
-38.990674,12,18070.882075
-39.10167,12,18070.988922
-39.161639,12,18071.084213
-39.150086,12,18071.178635
-38.920242,12,18071.278925
-38.870469,12,18071.389111
-38.919419,12,18071.483965
-38.921545,12,18071.59399
-38.972159,12,18071.711386
-39.019436,12,18071.80654
-39.175756,12,18071.916374
-39.341776,12,18072.027452
-39.447121,12,18072.175298
-44.628399,12,18072.28577
-49.093197,10,18072.380162
-49.177993,10,18072.490908
-48.656891,10,18072.57489
-39.337992,12,18072.716827
-38.929872,12,18072.827361
-38.817269,12,18072.953241
-38.92536,12,18073.053331
-39.091541,12,18073.163447
-48.229951,10,18073.242296
-48.279593,10,18073.336413
-48.563632,10,18073.421089
-49.128828,10,18073.500488
-49.088499,10,18073.610519
-48.493972,10,18073.710065
-49.038851,10,18073.806664
-49.044662,10,18073.91668
-48.407649,10,18074.011281
-48.425565,10,18074.121529
-49.046888,10,18074.221338
-49.042459,10,18074.315664
-49.083427,10,18074.425813
-49.265396,10,18074.536822
-49.315467,10,18074.638155
-49.228758,10,18074.732547
-49.061269,10,18074.811747
-48.845061,10,18074.90647
-48.787991,10,18075.006308
-48.903998,10,18075.100543
-48.861213,10,18075.194705
-39.264824,12,18075.321293
-40.159032,12,18075.437855
22435.954199,2604,18098.937855
-49.557125,10,18099.03198
-50.209778,10,18099.126765
-50.326993,10,18099.227336
-50.200385,10,18099.305967
13322.202784,1597,18112.853651
-40.460541,12,18112.948569
-40.391765,12,18113.048792
-40.462418,12,18113.143381
-40.381936,12,18113.25355
-40.22881,12,18113.348197
-45.160996,12,18113.453059
-45.20056,12,18113.55913
-39.948118,12,18113.653632
-40.012854,12,18113.748947
-45.553556,12,18113.848606
-40.845742,12,18113.943228
-40.303535,12,18114.062183
-40.326999,12,18114.164497
-40.011588,12,18114.265114
-44.942203,12,18114.359475
-40.062848,12,18114.45459
17809.984129,2266,18133.59023
-40.787706,12,18133.693741
-40.842646,12,18133.78537
-40.816857,12,18133.919301
-40.931814,12,18134.022456
-40.823384,12,18134.134783
-40.730301,12,18134.233927
-40.751769,12,18134.360851
-40.895936,12,18134.4876
-40.868839,12,18134.597689
-40.868839,12,18134.715483
-40.691162,12,18134.82607
-40.69617,12,18134.948345
-40.550029,12,18135.059089
-40.756659,12,18135.162089
-40.583009,12,18135.288987
-40.783946,12,18135.399571
-40.898681,12,18135.503168
-40.986508,12,18135.612704
-40.966469,12,18135.717014
-40.884433,12,18135.84756
-41.000338,12,18135.979678
-41.092928,12,18136.075125
-40.9876,12,18136.185606
-41.011466,12,18136.296335
-40.851173,12,18136.405882
-40.871159,12,18136.521549
-40.938843,12,18136.617939
-40.959324,12,18136.736131
-41.097373,12,18136.835166
-41.056704,12,18136.953248
-40.929745,12,18137.081089
-40.980944,12,18137.208012
-41.097295,12,18137.333796
-41.102982,12,18137.462393
-40.946511,12,18137.581521
-40.894868,12,18137.697507
-40.818285,12,18137.797626
-40.73815,12,18137.907788
-40.812116,12,18138.017791
-40.647138,12,18138.128309
-40.674721,12,18138.260238
