#{"t_start": 1758004239.7373414, "env_id": "None"}
r,l,t
-28.67882,14,19927.529625
-28.025988,14,19927.661182
-27.925289,14,19927.787774
-28.835083,14,19927.914432
-26.88153,14,19928.041584
-29.400706,14,19928.156507
-32.534537,13,19928.282832
-27.332068,14,19928.409735
-27.530415,14,19928.552909
-27.971561,14,19928.68435
-41.251424,12,19928.795492
-41.130182,12,19928.909719
-34.307939,13,19929.019768
-43.257505,11,19929.119211
-34.110363,13,19929.230458
-34.729216,13,19929.355793
-34.414006,13,19929.474848
-34.300101,13,19929.606045
-34.776239,13,19929.717552
-34.071509,13,19929.859946
-34.349262,13,19929.985915
-29.218306,14,19930.133267
-31.274464,14,19930.275744
-28.977743,14,19930.418047
-35.829827,13,19930.528304
-39.346793,12,19930.616743
-30.912162,14,19930.743766
-34.565771,13,19930.870298
-29.500866,14,19931.013149
-41.087722,12,19931.12848
-35.049901,13,19931.256081
-29.558017,14,19931.382373
-35.285704,13,19931.49313
-40.241626,12,19931.592864
-39.886483,12,19931.703808
-41.012535,12,19931.830338
-29.98848,14,19931.958008
-34.491896,13,19932.073655
-29.672619,14,19932.264169
-34.08502,13,19932.406208
-33.712876,13,19932.534959
-29.850457,14,19932.721961
-41.36807,12,19932.851532
-41.073547,12,19932.962867
-40.684215,12,19933.085488
-40.800061,12,19933.224484
-40.842053,12,19933.336405
-40.80829,12,19933.448336
-35.079031,13,19933.572162
-29.399647,14,19933.703392
-29.159645,14,19933.842185
-28.566552,14,19933.971544
-28.70386,14,19934.097936
-29.6379,14,19934.229203
-28.759397,14,19934.372582
-29.373663,14,19934.530649
-29.066856,14,19934.641953
-29.539654,14,19934.790222
-30.513217,14,19934.91603
-34.118677,13,19935.026967
-34.029396,13,19935.153024
-34.321013,13,19935.252594
-34.881832,13,19935.363696
-34.658782,13,19935.474509
-35.5844,13,19935.585146
-36.17352,13,19935.717003
-35.229415,13,19935.828284
-27.276995,14,19935.940362
-35.208135,13,19936.050574
-39.97822,12,19936.149994
-40.007385,12,19936.260899
-39.977005,12,19936.357641
-39.709717,12,19936.467828
-39.980146,12,19936.583487
-39.746343,12,19936.695094
-39.576567,12,19936.80386
-39.533653,12,19936.914993
-39.835715,12,19937.046395
-39.154332,12,19937.157461
-27.815804,14,19937.283994
-40.163842,12,19937.395159
-27.640134,14,19937.543078
-36.189394,13,19937.658677
-36.345422,13,19937.802062
-40.586076,12,19937.912719
-40.754536,12,19938.028212
-40.587492,12,19938.137742
-36.594008,13,19938.28008
-27.802755,14,19938.407109
-39.241552,12,19938.522427
-39.44316,12,19938.633353
-39.674183,12,19938.744178
-39.840563,12,19938.863609
-45.028734,12,19938.979313
-45.121365,12,19939.090787
-45.039001,12,19939.2175
-39.907402,12,19939.32889
-39.628026,12,19939.444763
-39.784502,12,19939.572605
-39.761066,12,19939.66821
-39.863626,12,19939.795111
-39.870687,12,19939.92645
-39.921085,12,19940.037871
-34.631625,13,19940.165158
-39.720477,12,19940.275843
-44.850271,12,19940.375546
-28.865958,14,19940.501782
-44.709134,12,19940.613448
-39.916897,13,19940.740596
-36.786678,13,19940.872557
-40.110256,12,19940.968302
-45.042545,12,19941.078633
-40.092749,12,19941.189465
-36.122376,13,19941.304904
-39.832154,12,19941.431542
-39.74054,12,19941.542945
-31.49673,14,19941.685922
-30.004992,14,19941.801114
-30.566757,14,19941.912638
-31.049521,14,19942.038963
-29.566891,14,19942.165443
-30.279995,14,19942.296499
-30.75844,14,19942.407383
-31.714858,14,19942.533504
-27.364217,14,19942.644215
-27.58357,14,19942.759801
-27.328121,14,19942.887108
-29.586275,14,19943.014336
-31.245728,14,19943.125635
-28.68849,14,19943.256904
-28.165888,14,19943.368122
-33.005896,14,19943.494734
-27.464613,14,19943.622352
-32.66482,14,19943.754345
-31.594963,14,19943.881686
-27.432378,14,19944.008751
-32.62227,14,19944.135605
-28.653645,14,19944.251197
-31.704024,14,19944.378539
-30.446768,14,19944.505715
-34.503374,13,19944.632161
-40.499867,12,19944.74796
-29.088259,14,19944.875021
-35.38829,13,19944.984884
-40.317359,12,19945.095767
-40.419457,12,19945.196329
-30.289919,14,19945.323274
-30.675696,14,19945.450196
-30.61388,14,19945.576285
-30.767937,14,19945.708276
-31.09116,14,19945.835206
-34.647216,13,19945.946339
-29.682726,14,19946.074136
-29.103965,14,19946.189398
-28.805994,14,19946.315668
-28.909129,14,19946.426274
-28.444583,14,19946.553036
-28.749708,14,19946.700478
-28.658185,14,19946.826695
-29.874262,14,19946.953991
-30.336536,14,19947.081284
-31.016854,14,19947.212712
-34.068625,13,19947.323744
-31.073257,14,19947.450899
-27.19378,14,19947.609041
-28.977957,14,19947.740775
-27.629309,14,19947.883582
-27.73597,14,19948.026341
-28.772317,14,19948.16938
-29.329188,14,19948.317263
-28.006477,14,19948.475831
-27.758195,14,19948.586971
-28.704299,14,19948.713259
-28.842405,14,19948.845901
-28.452147,14,19949.004065
-29.249466,14,19949.130903
-28.710876,14,19949.273693
-28.634978,14,19949.419679
-28.6993,14,19949.547147
-28.20534,14,19949.706816
-28.89207,14,19949.833555
-29.427709,14,19949.964775
-28.337432,14,19950.091893
-30.812714,14,19950.218773
-29.88089,14,19950.345621
-27.895093,14,19950.461039
-27.982401,14,19950.602903
-28.339081,14,19950.71337
-28.671484,14,19950.840489
-28.395636,14,19950.972065
-27.991718,14,19951.083898
-28.229598,14,19951.210548
-28.025636,14,19951.337306
-28.067491,14,19951.468593
-28.015906,14,19951.595665
-28.211356,14,19951.722331
-28.495621,14,19951.865749
-29.342347,14,19951.997656
-28.379915,14,19952.140833
-27.866316,14,19952.267224
-28.331778,14,19952.410582
-28.9501,14,19952.55774
-28.63398,14,19952.700775
-28.475465,14,19952.812035
-28.405236,14,19952.954528
-28.109273,14,19953.101914
-28.092967,14,19953.24478
-27.803838,14,19953.371157
-27.686517,14,19953.497423
-23.863028,15,19953.628972
-28.079882,14,19953.756494
-28.55448,14,19953.915317
-28.281369,14,19954.042748
-28.534766,14,19954.206078
-28.477629,14,19954.317318
-28.332311,14,19954.460716
-28.174322,14,19954.587688
-28.654179,14,19954.719692
-27.885683,14,19954.862943
-29.14161,14,19954.973961
-29.386463,14,19955.101329
-30.007815,14,19955.248638
-30.786775,14,19955.375601
-29.123393,14,19955.533546
-31.148951,14,19955.660477
-34.51715,13,19955.776247
-30.98131,14,19955.903104
-30.621873,14,19956.030634
-30.980013,14,19956.189576
-31.038965,14,19956.321106
-40.440756,12,19956.432555
-34.719297,13,19956.559201
-34.433358,13,19956.701964
-34.575022,13,19956.817445
-34.286132,13,19956.960256
-34.467355,13,19957.072786
-34.23271,13,19957.213593
-30.603939,14,19957.36081
-39.395029,13,19957.487831
-30.990386,14,19957.630719
-30.862915,14,19957.74231
-55.42494,8,19958.01698
-56.544652,12,19958.125097
-0.456912,26,19958.331735
-33.79963,13,19958.442958
-39.097067,13,19958.574843
-34.045299,13,19958.70141
-39.428308,13,19958.812172
-39.131152,13,19958.954696
-29.967714,14,19959.070329
-29.708567,14,19959.197616
-30.814622,14,19959.308055
-30.412249,14,19959.435601
-29.289262,14,19959.582948
-29.241571,14,19959.709391
-34.793513,14,19959.820402
-33.993331,13,19959.947344
-39.261863,13,19960.063144
-30.638789,14,19960.174118
-32.539749,14,19960.300845
-31.246703,14,19960.427583
-34.467708,13,19960.55839
-34.485498,13,19960.684628
-30.025413,14,19960.811541
-29.769695,14,19960.922379
-30.069638,14,19961.037802
-30.326552,14,19961.165189
-30.185817,14,19961.292401
-29.724936,14,19961.419916
-29.591933,14,19961.567776
-30.57892,14,19961.694422
-34.623331,13,19961.853333
-29.504599,14,19961.964462
-29.205913,14,19962.096417
-28.872316,14,19962.207497
-28.810885,14,19962.334439
-29.29323,14,19962.445828
-29.647754,14,19962.577267
-34.651159,14,19962.688284
-29.336008,14,19962.799567
-29.47736,14,19962.942866
-30.016587,14,19963.058498
-27.767309,14,19963.184555
-29.633144,14,19963.296181
-30.460487,14,19963.422288
-30.255165,14,19963.538146
-30.107079,14,19963.665166
-30.2596,14,19963.775694
-30.126091,14,19963.892898
-29.581326,14,19964.024362
-29.56747,14,19964.135679
-29.729561,14,19964.262511
-29.707177,14,19964.389002
-34.715742,14,19964.53681
-29.722128,14,19964.664307
-30.387962,14,19964.791652
-29.935325,14,19964.934094
-34.687823,13,19965.049373
-35.188581,13,19965.192023
-34.785608,13,19965.302989
-29.855019,14,19965.429641
-34.281186,13,19965.560688
-34.350774,13,19965.671317
-30.511008,14,19965.797667
-34.719162,13,19965.908417
-40.021997,13,19966.039527
-39.587912,13,19966.149887
-29.210499,14,19966.276594
-27.77875,14,19966.403449
-30.862094,14,19966.565783
-30.123493,14,19966.692428
-34.747411,13,19966.835515
-30.658194,14,19966.962354
-34.675836,13,19967.109496
-34.447953,13,19967.220019
-39.36449,13,19967.330897
-34.404134,13,19967.44176
-34.455012,13,19967.557325
-34.65552,13,19967.667655
-34.713763,13,19967.778615
-40.085665,13,19967.889527
-34.575928,13,19968.005223
-34.884548,13,19968.116083
-34.711733,13,19968.227543
-39.789777,13,19968.338391
-34.924728,13,19968.453658
-34.800606,13,19968.548863
-35.157529,13,19968.675838
-40.522034,12,19968.771845
-40.09426,12,19968.89364
-34.492438,13,19969.020561
-35.43767,13,19969.148099
-34.625669,13,19969.258711
-34.633939,13,19969.373956
-34.685497,13,19969.48471
-34.688047,13,19969.612372
-39.435821,13,19969.723912
-29.672376,14,19969.855304
-30.302205,14,19969.982272
-29.782124,14,19970.12454
-29.723592,14,19970.235605
-39.575766,13,19970.35173
-29.350929,14,19970.494051
-40.048391,13,19970.605499
-40.19896,12,19970.716597
-40.403822,12,19970.832514
-40.30296,13,19970.944062
-35.297633,13,19971.071029
-34.948912,13,19971.198083
-29.508907,14,19971.329591
-35.071457,13,19971.441255
-35.172535,13,19971.567748
-35.271715,13,19971.678705
-35.087331,13,19971.805044
-35.005762,13,19971.932034
-29.709002,14,19972.058511
-29.535951,14,19972.185476
-27.576377,14,19972.316747
-30.384997,14,19972.459176
-34.785108,13,19972.585637
-29.780802,14,19972.712302
-30.111106,14,19972.828049
-35.344604,13,19972.922859
-40.516701,12,19973.033889
-40.420484,12,19973.145139
-29.519929,14,19973.276479
-28.83878,14,19973.403521
-35.083299,13,19973.530929
-40.64034,12,19973.642368
-45.79021,12,19973.758075
-40.55644,12,19973.869684
-35.769112,13,19973.990592
-40.415493,12,19974.101889
-28.589309,14,19974.233233
-28.631117,14,19974.360461
-40.502599,12,19974.471975
-28.79653,14,19974.599932
-28.242151,14,19974.7318
-28.867047,14,19974.874705
-29.044209,14,19975.000639
-28.830569,14,19975.111675
-40.450349,12,19975.2268
-29.276661,14,19975.353476
-28.937101,14,19975.479975
-28.229705,14,19975.589834
-28.294112,14,19975.705035
-33.213127,14,19975.864319
-28.247009,14,19975.991077
-35.784287,13,19976.117508
-28.504659,14,19976.233813
-28.411449,14,19976.377091
-28.865368,14,19976.534682
-28.783449,14,19976.645653
-30.38846,14,19976.761176
-28.847083,14,19976.904242
-28.860224,14,19977.016053
-28.857544,14,19977.143181
-29.093726,14,19977.258707
-28.733059,14,19977.385729
-28.801438,14,19977.49618
-28.93014,14,19977.607445
-28.815707,14,19977.738708
-28.261963,14,19977.865572
-28.633599,14,19978.009691
-28.665877,14,19978.120627
-28.976155,14,19978.252402
-28.94286,14,19978.363227
-28.54251,14,19978.490221
-28.841078,14,19978.60153
-29.228006,14,19978.717247
-29.062516,14,19978.84498
-28.556922,14,19978.959328
-29.126658,14,19979.085869
-29.381812,14,19979.201092
-29.147688,14,19979.327896
-29.0019,14,19979.454873
-29.125752,14,19979.582665
-29.198769,14,19979.715055
-29.271935,14,19979.82487
-28.427689,14,19979.952049
-28.886813,14,19980.062829
-28.909795,14,19980.194223
-29.003289,14,19980.322159
-28.947567,14,19980.464957
-28.949033,14,19980.592074
-28.900779,14,19980.723656
-28.730091,14,19980.834296
-28.681433,14,19980.960538
-27.803436,14,19981.08752
-28.343325,14,19981.219262
-29.012259,14,19981.361719
-28.805071,14,19981.4728
-33.283024,14,19981.599897
-27.981778,14,19981.73158
-28.099816,14,19981.873809
-28.645065,14,19982.016327
-28.21851,14,19982.142788
-28.798756,14,19982.274555
-28.934883,14,19982.401222
-28.116521,14,19982.559535
-28.609132,14,19982.686959
-28.716376,14,19982.819082
-28.224026,14,19982.962048
-33.342614,14,19983.088503
-28.754806,14,19983.216055
-28.717133,14,19983.363908
-27.83153,14,19983.490457
-28.202747,14,19983.601959
-29.076137,14,19983.72894
-29.387705,14,19983.844572
-29.411265,14,19983.971195
-34.3397,14,19984.129544
-29.012318,14,19984.256857
-34.416644,14,19984.376514
-34.09645,14,19984.487257
-28.326294,14,19984.646212
-28.925635,14,19984.788944
-29.032437,14,19984.904808
-27.075485,14,19985.046825
-27.170001,14,19985.173326
-29.374003,14,19985.300852
-28.783617,14,19985.424855
-28.852344,14,19985.551538
-29.333256,14,19985.694724
-29.354773,14,19985.83752
-29.414759,14,19985.98485
-29.094618,14,19986.143516
-29.120658,14,19986.269751
-29.206711,14,19986.397622
-29.221582,14,19986.528218
-29.25362,14,19986.670493
-28.696445,14,19986.7972
-28.383664,14,19986.92381
-29.518688,14,19987.056296
-28.967858,14,19987.167343
-28.616204,14,19987.293944
-28.596471,14,19987.420676
-28.898755,14,19987.552041
-29.037199,14,19987.678773
-28.314042,14,19987.789113
-28.296001,14,19987.915487
-28.292907,14,19988.046919
-28.582181,14,19988.189245
-28.753562,14,19988.31609
-29.13452,14,19988.442894
-28.627302,14,19988.57391
-28.490909,14,19988.700404
-28.583438,14,19988.827481
-28.785832,14,19988.955886
-28.648412,14,19989.119578
-28.670787,14,19989.246147
-28.549262,14,19989.357521
-28.380409,14,19989.484099
-28.354228,14,19989.615225
-28.106383,14,19989.758727
-28.095808,14,19989.870066
-27.762308,14,19990.028284
-27.722324,14,19990.15963
-28.171934,14,19990.302645
-28.291059,14,19990.444917
-28.763711,14,19990.587595
-28.589329,14,19990.702807
-28.043948,14,19990.861547
-27.686662,14,19991.003573
-28.219744,14,19991.131109
-28.149267,14,19991.263167
-28.628186,14,19991.389375
-28.216015,14,19991.532164
-28.180154,14,19991.67477
-27.937597,14,19991.790736
-27.975074,14,19991.91833
-29.070454,14,19992.045252
-28.553873,14,19992.18807
-28.475506,14,19992.31947
-28.394196,14,19992.462512
-28.544031,14,19992.604505
-28.582055,14,19992.730891
-28.531389,14,19992.863179
-29.09861,14,19993.006187
-29.014479,14,19993.148815
-28.705859,14,19993.275301
-28.328028,14,19993.406902
-27.640892,14,19993.517266
-27.819203,14,19993.660527
-27.820735,14,19993.787999
-28.263621,14,19993.936383
-28.375373,14,19994.063047
-28.480992,14,19994.190232
-28.708662,14,19994.317659
-28.965877,14,19994.449165
-29.297769,14,19994.576293
-28.692878,14,19994.686173
-28.594015,14,19994.797186
-28.670747,14,19994.913222
-28.739281,14,19995.024359
-28.39476,14,19995.15114
-28.751777,14,19995.263119
-28.815994,14,19995.377546
-28.901493,14,19995.488732
-28.954174,14,19995.599341
-28.877455,14,19995.710793
-28.698641,14,19995.84294
-28.656272,14,19995.953564
-28.750156,14,19996.064745
-28.676009,14,19996.175838
-28.841854,14,19996.292044
-29.005142,14,19996.403176
-28.716794,14,19996.51495
-33.243889,14,19996.641395
-33.134861,14,19996.757146
-28.44798,14,19996.86784
-28.056458,14,19996.978865
-28.925537,14,19997.089356
-28.517396,14,19997.221054
-28.644993,14,19997.379379
-28.608491,14,19997.483978
-28.542667,14,19997.60054
-28.640297,14,19997.707752
-28.362541,14,19997.824192
-28.420475,14,19997.944494
-28.504217,14,19998.07877
-28.305192,14,19998.207455
-28.401897,14,19998.321506
-28.581349,14,19998.443928
-28.839751,14,19998.562576
-28.143503,14,19998.680146
-28.025985,14,19998.809995
-29.080077,14,19998.92943
-28.741183,14,19999.03788
-28.860262,14,19999.159206
-28.019349,14,19999.273813
-28.107891,14,19999.387275
-27.829958,14,19999.524987
-28.718987,14,19999.635801
-29.09169,14,19999.759375
-28.819304,14,19999.881477
-28.859169,14,20000.000733
-28.718208,14,20000.128919
-28.608226,14,20000.244079
-28.613516,14,20000.360907
-28.864412,14,20000.48564
-28.943923,14,20000.605373
-29.210397,14,20000.728013
-29.244217,14,20000.837349
-29.254238,14,20000.950394
-29.268838,14,20001.068085
-29.21998,14,20001.189684
-28.57517,14,20001.314509
-28.534045,14,20001.409921
-28.488016,14,20001.540601
-28.602516,14,20001.667113
-28.675925,14,20001.782348
-28.783825,14,20001.902452
-28.949947,14,20002.023474
-28.500663,14,20002.15341
-28.594256,14,20002.268178
-28.768179,14,20002.386571
-29.061666,14,20002.498957
-28.730241,14,20002.618531
-28.638784,14,20002.733948
-29.0264,14,20002.862448
-28.752702,14,20002.980125
-28.840961,14,20003.113984
-28.989287,14,20003.2352
-29.030781,14,20003.346292
-29.274958,14,20003.463433
-28.19545,14,20003.581541
-27.658566,14,20003.695675
-28.49965,14,20003.821484
-28.152281,14,20003.943683
-26.894192,14,20004.052285
-26.552787,14,20004.169868
-26.495132,14,20004.28894
-27.377857,14,20004.416838
-28.295435,14,20004.557427
-27.921401,14,20004.682098
-27.879723,14,20004.814563
-28.118093,14,20004.926358
-26.995884,14,20005.031205
-28.216703,14,20005.152497
-28.213127,14,20005.27222
-27.798006,14,20005.385398
-27.462725,14,20005.485586
-27.131092,14,20005.59968
-27.142205,14,20005.712605
-27.493934,14,20005.819999
-27.671966,14,20005.945833
-27.016412,14,20006.066232
-27.748853,14,20006.179997
-27.879268,14,20006.298874
-31.377411,14,20006.415802
-26.275448,14,20006.540804
-26.368892,14,20006.664025
-27.627072,14,20006.782428
-27.727079,14,20006.89827
-27.573047,14,20007.039519
-27.144079,14,20007.148164
-27.022668,14,20007.264992
-27.4733,14,20007.380534
-27.762297,14,20007.483506
-28.049874,14,20007.597207
-27.987651,14,20007.713551
-27.583193,14,20007.834543
-27.016996,14,20007.960235
-27.647084,14,20008.095743
-27.179536,14,20008.209844
-27.148955,14,20008.337041
-27.086267,14,20008.465883
-26.596629,14,20008.574711
-27.636235,14,20008.693015
-27.786255,14,20008.815431
-27.499519,14,20008.932564
-27.538877,14,20009.052956
-27.636208,14,20009.183088
-26.493297,14,20009.314344
-26.774179,14,20009.425604
-26.635875,14,20009.550152
-27.005208,14,20009.657861
-27.403986,14,20009.782213
-28.509768,14,20009.896231
-28.209668,14,20010.016104
-27.818184,14,20010.129788
-28.622348,14,20010.236211
-28.64609,14,20010.349256
-28.990367,14,20010.458183
-28.48349,14,20010.56896
-28.584881,14,20010.68242
-28.270893,14,20010.800416
-28.406593,14,20010.941803
-28.379613,14,20011.060936
-27.605886,14,20011.177137
-27.674046,14,20011.295309
-28.452768,14,20011.416188
-28.63597,14,20011.531315
-28.542276,14,20011.642962
-28.528738,14,20011.751742
-28.771517,14,20011.868867
-27.478061,14,20011.986237
-27.531485,14,20012.104789
-27.647269,14,20012.223876
-27.491392,14,20012.343513
-28.419272,14,20012.464189
-28.532214,14,20012.587801
-28.189615,14,20012.708993
-27.740874,14,20012.819088
-27.975012,14,20012.925515
-27.734264,14,20013.034093
-27.761387,14,20013.150984
-28.485302,14,20013.271972
-28.709868,14,20013.391131
-28.13481,14,20013.496144
-28.191846,14,20013.613182
-28.244988,14,20013.73278
-28.418337,14,20013.844209
-28.691309,14,20013.962681
-29.029997,14,20014.096359
-29.031276,14,20014.207566
-28.927755,14,20014.320688
-28.582704,14,20014.442764
-28.831934,14,20014.566261
-28.435709,14,20014.694737
-29.273177,14,20014.814749
-28.68815,14,20014.937172
-28.587012,14,20015.061724
-28.632009,14,20015.171156
-29.212923,14,20015.302761
-28.523297,14,20015.418514
-28.731204,14,20015.529518
-28.889231,14,20015.654725
-28.68038,14,20015.775682
-28.465395,14,20015.888157
-28.150709,14,20016.00632
-28.165379,14,20016.110977
-28.175538,14,20016.224215
-28.592135,14,20016.342265
-28.089226,14,20016.460193
-28.298455,14,20016.579369
-28.928307,14,20016.687184
-28.786029,14,20016.812603
-27.740754,14,20016.921923
-29.056107,14,20017.029442
-28.168114,14,20017.131242
-29.216376,14,20017.24039
-29.018407,14,20017.358488
-28.659817,14,20017.472592
-28.280782,14,20017.583124
-28.371637,14,20017.693676
-29.038525,14,20017.797602
-27.911159,14,20017.904466
-27.824524,14,20018.013645
-27.955355,14,20018.121176
-29.616211,14,20018.242892
-28.148767,14,20018.35296
-29.594541,14,20018.460224
-29.028059,14,20018.56413
-27.99179,14,20018.666141
-27.984144,14,20018.78027
-28.772151,14,20018.900052
-27.844547,14,20019.02967
-28.087193,14,20019.154529
-29.309735,14,20019.267405
-28.636778,14,20019.392086
-28.067274,14,20019.505223
-28.477659,14,20019.624613
-28.142673,14,20019.763043
-28.258048,14,20019.880464
-27.778919,14,20020.00898
-27.646329,14,20020.124555
-27.692128,14,20020.260394
-28.140941,14,20020.386465
-28.053031,14,20020.516762
-28.105349,14,20020.625468
-28.100803,14,20020.746651
-28.616061,14,20020.854801
-27.964379,14,20020.978948
-28.004178,14,20021.094218
-27.843497,14,20021.217843
-28.183435,14,20021.33147
-29.932919,14,20021.441083
-28.315424,14,20021.574004
-28.233002,14,20021.688878
-28.265017,14,20021.806904
-28.080031,14,20021.928427
-28.110925,14,20022.043416
-28.32534,14,20022.169742
-28.156242,14,20022.292093
-28.037539,14,20022.407678
-28.244723,14,20022.527827
-29.393168,14,20022.642166
-28.409455,14,20022.754864
-27.91714,14,20022.874537
-28.882829,14,20022.986071
-29.296754,14,20023.104702
-28.176689,14,20023.220052
-28.082166,14,20023.328308
-29.885147,14,20023.449133
-28.99031,14,20023.568308
-27.96537,14,20023.69219
-28.44366,14,20023.811075
-29.036134,14,20023.921321
-29.48083,14,20024.046023
-29.169814,14,20024.161874
-27.914702,14,20024.274215
-28.099656,14,20024.398696
-28.175664,14,20024.529844
-28.021388,14,20024.639978
-28.11025,14,20024.753956
-28.146476,14,20024.869329
-27.619064,14,20025.007195
-27.753192,14,20025.123328
-27.994172,14,20025.232546
-28.606073,14,20025.347399
-27.824701,14,20025.455564
-27.808771,14,20025.591267
-27.849776,14,20025.732338
-26.270471,14,20025.836174
-26.972289,14,20025.946305
-32.975924,14,20026.068114
-28.255254,14,20026.181807
-28.023147,14,20026.298253
-28.372902,14,20026.414966
-28.621351,14,20026.517138
-28.316142,14,20026.643468
-29.313292,14,20026.759723
-28.96941,14,20026.880531
-29.238927,14,20026.989789
-29.765578,14,20027.094357
-29.381605,14,20027.20447
-28.691142,14,20027.305575
-29.038624,14,20027.440425
-28.073164,14,20027.55507
-28.214036,14,20027.666601
-27.903744,14,20027.785707
-28.207006,14,20027.908973
-27.440175,14,20028.009852
-27.639576,14,20028.134033
-27.807255,14,20028.252963
-28.131914,14,20028.373337
-28.106588,14,20028.485711
-27.678574,14,20028.607389
-27.663812,14,20028.724928
-27.675811,14,20028.84712
-27.929215,14,20028.965904
-28.88505,14,20029.073487
-29.08825,14,20029.207527
-29.285755,14,20029.32858
-29.412481,14,20029.442176
-29.556636,14,20029.565662
-29.432872,14,20029.701361
-29.333502,14,20029.819774
-29.690718,14,20029.935929
-29.315003,14,20030.063695
-29.478828,14,20030.186743
-29.804287,14,20030.304795
-29.199501,14,20030.440743
-28.95889,14,20030.562842
-29.435064,14,20030.685481
-29.232314,14,20030.810591
-29.061084,14,20030.926594
-28.9247,14,20031.040315
-28.926145,14,20031.156573
-28.853005,14,20031.27053
-29.00081,14,20031.389662
-28.609392,14,20031.509496
-27.959581,14,20031.627567
-28.93468,14,20031.738229
-28.640756,14,20031.848811
-28.019804,14,20031.959052
-27.823482,14,20032.071863
-26.577754,14,20032.191617
-27.755751,14,20032.30146
-28.178322,14,20032.403636
-27.634913,14,20032.521995
-27.753726,14,20032.638608
-27.269323,14,20032.760221
-28.427942,14,20032.885786
-27.209651,14,20032.995736
-27.479805,14,20033.10667
-28.659294,14,20033.222798
-29.065627,14,20033.328826
-28.535426,14,20033.445343
-28.595996,14,20033.563834
-28.135604,14,20033.688767
-27.631034,14,20033.814167
-28.044037,14,20033.929183
-28.414046,14,20034.048582
-28.274208,14,20034.16124
-28.286914,14,20034.29427
-28.461565,14,20034.404662
-28.416783,14,20034.522485
-28.058533,14,20034.639851
-28.625871,14,20034.754756
-28.587734,14,20034.891602
-28.300428,14,20035.009662
-27.59751,14,20035.133687
-27.943328,14,20035.250169
-28.191289,14,20035.370762
-28.630735,14,20035.495607
-28.412553,14,20035.618709
-28.352865,14,20035.727072
-28.449414,14,20035.848514
-28.238242,14,20035.967057
-28.767507,14,20036.069625
-28.871594,14,20036.186209
-28.814587,14,20036.309902
-28.621223,14,20036.427966
-28.748546,14,20036.534446
-28.601116,14,20036.646335
-28.87256,14,20036.76084
-28.933567,14,20036.874989
-28.796852,14,20036.995452
-28.343935,14,20037.11549
-27.530368,14,20037.232596
-27.932506,14,20037.33989
-27.576578,14,20037.441706
-28.19415,14,20037.549264
-27.90839,14,20037.667841
-27.627829,14,20037.790648
-27.268217,14,20037.899174
-27.853857,14,20038.00996
-27.311277,14,20038.120652
-27.076165,14,20038.230273
-27.46551,14,20038.369152
-27.291883,14,20038.494639
-27.540731,14,20038.621239
-27.482467,14,20038.739214
-27.008123,14,20038.861074
-27.061122,14,20038.973128
-27.483259,14,20039.085615
-27.290336,14,20039.209293
-27.577759,14,20039.310036
-27.149088,14,20039.445198
-27.329742,14,20039.556725
-27.938694,14,20039.67146
-27.750034,14,20039.797924
-27.587589,14,20039.908778
-27.127368,14,20040.020106
-27.32547,14,20040.135741
-31.946281,14,20040.246322
-31.880428,14,20040.356929
-27.020168,14,20040.46804
-26.953537,14,20040.599553
-27.036806,14,20040.726159
-27.613873,14,20040.836976
-27.413751,14,20040.947661
-27.643191,14,20041.063013
-27.963392,14,20041.190039
-28.025819,14,20041.301359
-28.030145,14,20041.444247
-27.608953,14,20041.55955
-27.594285,14,20041.670556
-27.353228,14,20041.797267
-27.079851,14,20041.891754
-26.955207,14,20042.022923
-27.233569,14,20042.133926
-27.141049,14,20042.260434
-27.254419,14,20042.386954
-27.422627,14,20042.502356
-27.630218,14,20042.629382
-27.566061,14,20042.773172
-27.491431,14,20042.884025
-27.668896,14,20043.01642
-27.800679,14,20043.127036
-27.619855,14,20043.253915
-27.39673,14,20043.365744
-27.513769,14,20043.497225
-27.644541,14,20043.624285
-27.785314,14,20043.735537
-27.596756,14,20043.861559
-27.572265,14,20043.977934
-27.728201,14,20044.087818
-27.66505,14,20044.199379
-27.885205,14,20044.310557
-24.432358,15,20044.458576
-28.303353,14,20044.585482
-30.645369,14,20044.696658
-28.391116,14,20044.822803
-30.008255,14,20044.937518
-33.454077,13,20045.048484
-31.204947,14,20045.159381
-30.531138,14,20045.286647
-55.048097,4,20045.521153
-561.179406,99,20046.376192
-32.900897,13,20046.471524
-33.03554,13,20046.582838
-33.425679,13,20046.698422
-33.464484,13,20046.809039
-33.463325,13,20046.920947
-33.324136,13,20047.036747
-30.853197,14,20047.136958
-22.645039,15,20047.26345
-30.24335,14,20047.375041
-33.128065,13,20047.470414
-32.96018,13,20047.586194
-21.733001,15,20047.69726
-23.128261,15,20047.840116
-22.834813,15,20047.951457
-30.220046,14,20048.067572
-33.506988,13,20048.178291
-34.914043,13,20048.304548
-28.913232,14,20048.415424
-33.06072,13,20048.514806
-32.849338,13,20048.625165
-31.245146,14,20048.73629
-32.839794,13,20048.847536
-33.074905,13,20048.978633
-33.088399,13,20049.089504
-30.907792,14,20049.215844
-33.101877,13,20049.326796
-32.855927,13,20049.426506
-33.159607,13,20049.521578
-35.936614,13,20049.632499
-39.048442,12,20049.744236
-39.132004,12,20049.860628
-37.112219,13,20049.971734
-35.281251,13,20050.082202
-35.279653,13,20050.208511
